id,question,answer
134,What does the following mean: 'It is called the tap root.'?,It is called the tap root.
135,What does the following mean: 'Large number of roots are originated from the tap root.'?,Large number of roots are originated from the tap root.
136,What does the following mean: 'They are called lateral roots.'?,They are called lateral roots.
137,What does the following mean: 'This type of root system is called a tap root system.'?,This type of root system is called a tap root system.
138,"What does the following mean: 'e.g.:- ʻKuppameniyaʼ/ ʻKuppaimaniʼ, Mango, Cashew ²Some plants have a large number of small roots which are originated from base of the plant stem.'?","e.g.:- ʻKuppameniyaʼ/ ʻKuppaimaniʼ, Mango, Cashew ²Some plants have a large number of small roots which are originated from base of the plant stem."
139,What does the following mean: 'This type of root system is called a fibrous root system.'?,This type of root system is called a fibrous root system.
140,"What does the following mean: 'e.g.:- Coconut, Arecanut, Bamboo, Grass, ʻKitulʼ'?","e.g.:- Coconut, Arecanut, Bamboo, Grass, ʻKitulʼ"
141,What does the following mean: 'Science | Plant Diversity 5 Science | Plant Diversity 4 Figure 1.'?,Science | Plant Diversity 5 Science | Plant Diversity 4 Figure 1.
142,What does the following mean: '4 (a) Tap root system Figure 1.'?,4 (a) Tap root system Figure 1.
143,What does the following mean: '4 (b) Fibrous root systemTap root Lateral rootsFibrous roots Activity 1.3  Look at the root systems of two plants you pasted in your fieldbook.'?,4 (b) Fibrous root systemTap root Lateral rootsFibrous roots Activity 1.3  Look at the root systems of two plants you pasted in your fieldbook.
144,What does the following mean: ' Observe the differences between root systems of those two plants.'?, Observe the differences between root systems of those two plants.
145,"What does the following mean: 'You will notice that plants like 'kuppameniya', mango, cashew have a tap root system whereas grass, coconut, arecanut, and bamboo trees have a fibrous root system.'?","You will notice that plants like 'kuppameniya', mango, cashew have a tap root system whereas grass, coconut, arecanut, and bamboo trees have a fibrous root system."
146,"What does the following mean: 'Functions of roots of plants ²Fix the plant to the soil ²Absorb water and minerals dissolved in water (absorption) ²Give rise to new plants through vegetative propagation e.g.:- Curry leaves, ʻBeliʼ/ ʻVilvamʼ, Bread fruit In addition there are some roots adapted for different functions.'?","Functions of roots of plants ²Fix the plant to the soil ²Absorb water and minerals dissolved in water (absorption) ²Give rise to new plants through vegetative propagation e.g.:- Curry leaves, ʻBeliʼ/ ʻVilvamʼ, Bread fruit In addition there are some roots adapted for different functions."
147,What does the following mean: 'Let's do Assignment 1.4 to identify such roots.'?,Let's do Assignment 1.4 to identify such roots.
148,What does the following mean: 'Assignment 1.4 ²Uproot a Mimosa plant without breaking its roots and wash the roots carefully.'?,Assignment 1.4 ²Uproot a Mimosa plant without breaking its roots and wash the roots carefully.
149,What does the following mean: '²Draw the root system of it on a white drawing paper.'?,²Draw the root system of it on a white drawing paper.
150,What does the following mean: '²Paste it in the fieldbook.'?,²Paste it in the fieldbook.
151,"What does the following mean: '²Observe the yams of beetroot, carrot, sweet potato and manioc.'?","²Observe the yams of beetroot, carrot, sweet potato and manioc."
152,What does the following mean: '²Draw them on a white drawing paper and paste it in your fieldbook.'?,²Draw them on a white drawing paper and paste it in your fieldbook.
153,What does the following mean: 'Science | Plant Diversity 7 Science | Plant Diversity 6 Manioc Beetroot Carrot Sweet potato Mimosa Figure 1.'?,Science | Plant Diversity 7 Science | Plant Diversity 6 Manioc Beetroot Carrot Sweet potato Mimosa Figure 1.
154,What does the following mean: '5 Different types of roots Small nodules like structures can be seen in the root system of Mimosa plant.'?,5 Different types of roots Small nodules like structures can be seen in the root system of Mimosa plant.
155,What does the following mean: 'Such nodules are known as root nodules.'?,Such nodules are known as root nodules.
156,What does the following mean: 'There are micro organisms called bacteria live inside them.'?,There are micro organisms called bacteria live inside them.
157,What does the following mean: 'These bacteria supply nitrogen nutrients required for the growth of Mimosa plant and root system supplies nutrients for the bacteria which live inside the nodules.'?,These bacteria supply nitrogen nutrients required for the growth of Mimosa plant and root system supplies nutrients for the bacteria which live inside the nodules.
158,"What does the following mean: 'Such nodules are present in plants such as ʻkathurumurungaʼ, beans and winged beans which belong to family Leguminosae.'?","Such nodules are present in plants such as ʻkathurumurungaʼ, beans and winged beans which belong to family Leguminosae."
159,What does the following mean: 'The other roots shown in Figure 1.5 are generally called as yams because food is stored in those roots.'?,The other roots shown in Figure 1.5 are generally called as yams because food is stored in those roots.
160,What does the following mean: 'Such roots are known as storage roots.'?,Such roots are known as storage roots.
161,What does the following mean: 'Food can be stored in tap root as well as lateral roots.'?,Food can be stored in tap root as well as lateral roots.
162,"What does the following mean: 'Naturally, roots grow downward into the soil, but you may observe some roots that grow above the soil.'?","Naturally, roots grow downward into the soil, but you may observe some roots that grow above the soil."
163,What does the following mean: 'Figure 1.6 shows different types of roots that grow above the soil level.'?,Figure 1.6 shows different types of roots that grow above the soil level.
164,What does the following mean: 'Aerial roots - orchid Prop roots - banyan Stilt roots - pandanus Climbing roots - betel Respiratory roots - ʻKiralaʼ/ ʻKinnaiʼ Figure 1.6 Roots adapted for various functions'?,Aerial roots - orchid Prop roots - banyan Stilt roots - pandanus Climbing roots - betel Respiratory roots - ʻKiralaʼ/ ʻKinnaiʼ Figure 1.6 Roots adapted for various functions
165,What does the following mean: 'Science | Plant Diversity 7 Science | Plant Diversity 6Activity 1.4 Identify the different types of roots shown in Figure 1.6 through a field study.'?,Science | Plant Diversity 7 Science | Plant Diversity 6Activity 1.4 Identify the different types of roots shown in Figure 1.6 through a field study.
166,"What does the following mean: 'Study Table 1.2 and try to understand various functions of root types ' Table 1.2 Different types of roots and their functions Type of root Example Functions Prop roots Banyan Support the branches Stilt roots Pandanus, ʻRampeʼ Support the stem Aerial roots Orchid Absorb water vapour from the atmosphereSome aerial roots carryout photosynthesis Climbing roots Pepper BetelHelps to climb the stem by attaching to another stem Respiratory rootsʻKadolʼ/ʻKandalʼʻKiralaʼ / ʻKinnaiʼExchange of air with the atmosphere Storage roots Carrot BeetrootManiocSweet potatoStore food Roots with root nodulesMimosaLegumes (eg: Beans, Long beans, Winged beans)Bacteria live inside root nodules add nutrients to the soil.'?","Study Table 1.2 and try to understand various functions of root types ' Table 1.2 Different types of roots and their functions Type of root Example Functions Prop roots Banyan Support the branches Stilt roots Pandanus, ʻRampeʼ Support the stem Aerial roots Orchid Absorb water vapour from the atmosphereSome aerial roots carryout photosynthesis Climbing roots Pepper BetelHelps to climb the stem by attaching to another stem Respiratory rootsʻKadolʼ/ʻKandalʼʻKiralaʼ / ʻKinnaiʼExchange of air with the atmosphere Storage roots Carrot BeetrootManiocSweet potatoStore food Roots with root nodulesMimosaLegumes (eg: Beans, Long beans, Winged beans)Bacteria live inside root nodules add nutrients to the soil."
167,What does the following mean: 'Thus make the soil fertile.'?,Thus make the soil fertile.
